"date","tmin","tmax","rain","year","month","day","wy"
04/20/57,-4.44444444444444,3.33333333333333,18.034,1957,4,20,1957
04/21/57,-3.88888888888889,0.555555555555556,6.096,1957,4,21,1957
04/22/57,-3.88888888888889,2.22222222222222,4.318,1957,4,22,1957
04/23/57,-1.66666666666667,2.77777777777778,0,1957,4,23,1957
04/24/57,0,3.88888888888889,0,1957,4,24,1957
04/25/57,-0.555555555555556,10.5555555555556,0,1957,4,25,1957
04/26/57,-0.555555555555556,11.1111111111111,0,1957,4,26,1957
04/27/57,0.555555555555556,13.3333333333333,0,1957,4,27,1957
04/28/57,2.22222222222222,16.1111111111111,0,1957,4,28,1957
04/29/57,2.77777777777778,16.1111111111111,0,1957,4,29,1957
04/30/57,2.22222222222222,15.5555555555556,0,1957,4,30,1957
05/01/57,0.555555555555556,15,0,1957,5,1,1957
05/02/57,1.11111111111111,13.8888888888889,0,1957,5,2,1957
05/03/57,-1.11111111111111,7.22222222222222,0,1957,5,3,1957
05/04/57,-0.555555555555556,14.4444444444444,0,1957,5,4,1957
05/05/57,4.44444444444444,17.7777777777778,0,1957,5,5,1957
05/06/57,5,18.8888888888889,0,1957,5,6,1957
05/07/57,4.44444444444444,18.3333333333333,0,1957,5,7,1957
05/08/57,0,11.1111111111111,0,1957,5,8,1957
05/09/57,0,6.11111111111111,1.016,1957,5,9,1957
05/10/57,-0.555555555555556,5,0.254,1957,5,10,1957
05/11/57,0,2.77777777777778,5.588,1957,5,11,1957
05/12/57,-0.555555555555556,2.22222222222222,8.128,1957,5,12,1957
05/13/57,0.555555555555556,4.44444444444444,1.524,1957,5,13,1957
05/14/57,-1.11111111111111,6.11111111111111,20.066,1957,5,14,1957
05/15/57,-3.88888888888889,3.33333333333333,18.542,1957,5,15,1957
05/16/57,-2.77777777777778,8.88888888888889,0,1957,5,16,1957
05/17/57,0.555555555555556,12.2222222222222,0,1957,5,17,1957
05/18/57,2.22222222222222,13.8888888888889,0,1957,5,18,1957
05/19/57,-1.66666666666667,5.55555555555556,129.54,1957,5,19,1957
05/20/57,-1.66666666666667,4.44444444444444,11.43,1957,5,20,1957
05/21/57,-1.11111111111111,4.44444444444444,11.43,1957,5,21,1957
05/22/57,0,6.11111111111111,0,1957,5,22,1957
05/23/57,-1.11111111111111,7.22222222222222,2.286,1957,5,23,1957
05/24/57,0,6.11111111111111,0,1957,5,24,1957
05/25/57,1.66666666666667,16.1111111111111,0,1957,5,25,1957
05/26/57,3.88888888888889,16.1111111111111,0,1957,5,26,1957
05/27/57,6.66666666666667,17.7777777777778,0,1957,5,27,1957
05/28/57,6.66666666666667,20.5555555555556,0,1957,5,28,1957
05/29/57,5.55555555555556,17.7777777777778,0,1957,5,29,1957
05/30/57,3.88888888888889,16.1111111111111,0.508,1957,5,30,1957
05/31/57,5.55555555555556,17.7777777777778,0,1957,5,31,1957
06/01/57,5.55555555555556,21.6666666666667,0,1957,6,1,1957
06/02/57,8.88888888888889,22.7777777777778,0,1957,6,2,1957
06/03/57,9.44444444444444,26.6666666666667,0,1957,6,3,1957
06/04/57,10.5555555555556,26.6666666666667,0,1957,6,4,1957
06/05/57,7.77777777777778,22.2222222222222,0,1957,6,5,1957
06/06/57,7.77777777777778,21.1111111111111,0,1957,6,6,1957
06/07/57,7.22222222222222,19.4444444444444,0,1957,6,7,1957
06/08/57,6.11111111111111,19.4444444444444,0,1957,6,8,1957
06/09/57,5,16.6666666666667,0,1957,6,9,1957
06/10/57,2.77777777777778,10.5555555555556,12.954,1957,6,10,1957
06/11/57,2.77777777777778,8.88888888888889,0,1957,6,11,1957
06/12/57,3.88888888888889,17.2222222222222,0,1957,6,12,1957
06/13/57,6.66666666666667,18.8888888888889,0,1957,6,13,1957
06/14/57,2.22222222222222,15,0,1957,6,14,1957
06/15/57,0.555555555555556,13.8888888888889,0,1957,6,15,1957
06/16/57,1.66666666666667,16.6666666666667,0,1957,6,16,1957
06/17/57,3.88888888888889,19.4444444444444,0,1957,6,17,1957
06/18/57,6.11111111111111,20.5555555555556,0,1957,6,18,1957
06/19/57,8.88888888888889,22.2222222222222,0,1957,6,19,1957
06/20/57,7.77777777777778,22.7777777777778,0,1957,6,20,1957
06/21/57,6.11111111111111,18.8888888888889,0,1957,6,21,1957
06/22/57,4.44444444444444,21.1111111111111,0,1957,6,22,1957
06/23/57,8.33333333333333,22.2222222222222,0,1957,6,23,1957
06/24/57,10.5555555555556,26.1111111111111,0,1957,6,24,1957
06/25/57,12.2222222222222,27.2222222222222,0,1957,6,25,1957
06/26/57,11.6666666666667,24.4444444444444,0,1957,6,26,1957
06/27/57,10.5555555555556,22.2222222222222,0,1957,6,27,1957
06/28/57,11.6666666666667,19.4444444444444,0,1957,6,28,1957
06/29/57,10,23.8888888888889,0,1957,6,29,1957
06/30/57,8.33333333333333,21.1111111111111,0,1957,6,30,1957
07/01/57,8.33333333333333,21.6666666666667,0,1957,7,1,1957
07/02/57,8.33333333333333,22.7777777777778,0,1957,7,2,1957
07/03/57,10,23.3333333333333,0,1957,7,3,1957
07/04/57,10,23.3333333333333,0,1957,7,4,1957
07/05/57,11.1111111111111,25,0,1957,7,5,1957
07/06/57,11.1111111111111,25.5555555555556,0,1957,7,6,1957
07/07/57,9.44444444444444,22.2222222222222,0,1957,7,7,1957
07/08/57,9.44444444444444,22.2222222222222,0,1957,7,8,1957
07/09/57,10,24.4444444444444,0,1957,7,9,1957
07/10/57,10,25.5555555555556,0,1957,7,10,1957
07/11/57,10,23.8888888888889,0,1957,7,11,1957
07/12/57,10.5555555555556,24.4444444444444,0,1957,7,12,1957
07/13/57,8.88888888888889,24.4444444444444,0,1957,7,13,1957
07/14/57,7.22222222222222,20.5555555555556,0,1957,7,14,1957
07/15/57,7.22222222222222,19.4444444444444,0,1957,7,15,1957
07/16/57,8.88888888888889,24.4444444444444,0,1957,7,16,1957
07/17/57,8.88888888888889,23.8888888888889,0,1957,7,17,1957
07/18/57,8.88888888888889,23.3333333333333,0,1957,7,18,1957
07/19/57,8.33333333333333,22.2222222222222,0,1957,7,19,1957
07/20/57,8.33333333333333,22.2222222222222,0,1957,7,20,1957
07/21/57,6.66666666666667,21.6666666666667,0,1957,7,21,1957
07/22/57,5.55555555555556,19.4444444444444,0,1957,7,22,1957
07/23/57,5.55555555555556,18.3333333333333,0,1957,7,23,1957
07/24/57,6.66666666666667,20,0,1957,7,24,1957
07/25/57,10.5555555555556,24.4444444444444,0,1957,7,25,1957
07/26/57,9.44444444444444,25.5555555555556,0,1957,7,26,1957
07/27/57,9.44444444444444,25.5555555555556,0,1957,7,27,1957
07/28/57,7.77777777777778,25,0,1957,7,28,1957
07/29/57,10,25.5555555555556,0,1957,7,29,1957
07/30/57,11.1111111111111,26.1111111111111,0,1957,7,30,1957
07/31/57,10.5555555555556,25,0,1957,7,31,1957
08/01/57,8.88888888888889,24.4444444444444,0,1957,8,1,1957
08/02/57,9.44444444444444,25,0,1957,8,2,1957
08/03/57,10,23.8888888888889,0,1957,8,3,1957
08/04/57,9.44444444444444,20.5555555555556,0,1957,8,4,1957
08/05/57,6.66666666666667,18.3333333333333,0,1957,8,5,1957
08/06/57,4.44444444444444,16.6666666666667,0,1957,8,6,1957
08/07/57,4.44444444444444,18.8888888888889,0,1957,8,7,1957
08/08/57,4.44444444444444,23.3333333333333,0,1957,8,8,1957
08/09/57,6.11111111111111,23.8888888888889,0,1957,8,9,1957
08/10/57,6.11111111111111,22.2222222222222,0,1957,8,10,1957
08/11/57,6.66666666666667,21.6666666666667,0,1957,8,11,1957
08/12/57,6.11111111111111,25,0,1957,8,12,1957
08/13/57,9.44444444444444,25,0,1957,8,13,1957
08/14/57,9.44444444444444,22.7777777777778,0,1957,8,14,1957
08/15/57,8.33333333333333,23.8888888888889,0,1957,8,15,1957
08/16/57,9.44444444444444,26.6666666666667,0,1957,8,16,1957
08/17/57,11.6666666666667,27.2222222222222,0,1957,8,17,1957
08/18/57,11.1111111111111,27.7777777777778,0,1957,8,18,1957
08/19/57,11.1111111111111,24.4444444444444,0,1957,8,19,1957
08/20/57,8.33333333333333,22.7777777777778,0,1957,8,20,1957
08/21/57,7.77777777777778,23.8888888888889,0,1957,8,21,1957
08/22/57,6.66666666666667,24.4444444444444,0,1957,8,22,1957
08/23/57,8.33333333333333,25.5555555555556,0,1957,8,23,1957
08/24/57,9.44444444444444,25,0,1957,8,24,1957
08/25/57,8.33333333333333,25,0,1957,8,25,1957
08/26/57,7.22222222222222,21.6666666666667,0,1957,8,26,1957
08/27/57,7.22222222222222,21.6666666666667,0,1957,8,27,1957
08/28/57,6.66666666666667,18.3333333333333,0,1957,8,28,1957
08/29/57,3.33333333333333,14.4444444444444,0,1957,8,29,1957
08/30/57,1.11111111111111,13.8888888888889,0,1957,8,30,1957
08/31/57,2.77777777777778,18.8888888888889,0,1957,8,31,1957
09/01/57,1.66666666666667,18.8888888888889,0,1957,9,1,1957
09/02/57,2.77777777777778,21.6666666666667,0,1957,9,2,1957
09/03/57,8.33333333333333,22.7777777777778,0,1957,9,3,1957
09/04/57,7.77777777777778,23.3333333333333,0,1957,9,4,1957
09/05/57,7.77777777777778,22.2222222222222,0,1957,9,5,1957
09/06/57,8.33333333333333,22.2222222222222,0,1957,9,6,1957
09/07/57,11.1111111111111,27.7777777777778,0,1957,9,7,1957
09/08/57,11.6666666666667,26.6666666666667,0,1957,9,8,1957
09/09/57,9.44444444444444,23.3333333333333,0,1957,9,9,1957
09/10/57,7.77777777777778,21.1111111111111,0,1957,9,10,1957
09/11/57,8.88888888888889,21.6666666666667,0,1957,9,11,1957
09/12/57,7.22222222222222,21.1111111111111,0,1957,9,12,1957
09/13/57,3.88888888888889,18.3333333333333,0,1957,9,13,1957
09/14/57,4.44444444444444,18.3333333333333,0,1957,9,14,1957
09/15/57,4.44444444444444,16.6666666666667,0,1957,9,15,1957
09/16/57,7.22222222222222,18.3333333333333,0,1957,9,16,1957
09/17/57,6.11111111111111,12.2222222222222,5.842,1957,9,17,1957
09/18/57,1.66666666666667,7.77777777777778,7.62,1957,9,18,1957
09/19/57,1.66666666666667,12.7777777777778,0,1957,9,19,1957
09/20/57,2.22222222222222,15.5555555555556,0,1957,9,20,1957
09/21/57,3.88888888888889,20,0,1957,9,21,1957
09/22/57,7.22222222222222,21.6666666666667,0,1957,9,22,1957
09/23/57,7.77777777777778,22.2222222222222,0,1957,9,23,1957
09/24/57,8.33333333333333,22.7777777777778,0,1957,9,24,1957
09/25/57,5,19.4444444444444,0,1957,9,25,1957
09/26/57,5,18.3333333333333,0,1957,9,26,1957
09/27/57,5,18.8888888888889,0,1957,9,27,1957
09/28/57,7.22222222222222,19.4444444444444,0,1957,9,28,1957
09/29/57,7.22222222222222,18.8888888888889,0,1957,9,29,1957
09/30/57,6.11111111111111,18.3333333333333,4.826,1957,9,30,1957
10/01/57,2.77777777777778,17.7777777777778,0,1957,10,1,1958
10/02/57,1.11111111111111,12.7777777777778,0,1957,10,2,1958
10/03/57,0.555555555555556,12.2222222222222,0,1957,10,3,1958
10/04/57,-2.77777777777778,8.88888888888889,0,1957,10,4,1958
10/05/57,-3.88888888888889,8.33333333333333,0,1957,10,5,1958
10/06/57,-3.33333333333333,11.1111111111111,0,1957,10,6,1958
10/07/57,-3.88888888888889,9.44444444444444,0,1957,10,7,1958
10/08/57,-2.22222222222222,11.1111111111111,0,1957,10,8,1958
10/09/57,3.88888888888889,18.3333333333333,0,1957,10,9,1958
10/10/57,5,18.3333333333333,0,1957,10,10,1958
10/11/57,2.77777777777778,15.5555555555556,0,1957,10,11,1958
10/12/57,1.66666666666667,5,1.778,1957,10,12,1958
10/13/57,2.77777777777778,7.77777777777778,1.016,1957,10,13,1958
10/14/57,2.22222222222222,8.33333333333333,17.272,1957,10,14,1958
10/15/57,1.11111111111111,6.11111111111111,1.778,1957,10,15,1958
10/16/57,1.66666666666667,7.77777777777778,0,1957,10,16,1958
10/17/57,1.66666666666667,12.7777777777778,0,1957,10,17,1958
10/18/57,2.77777777777778,13.3333333333333,0,1957,10,18,1958
10/19/57,1.66666666666667,12.2222222222222,0,1957,10,19,1958
10/20/57,-0.555555555555556,10.5555555555556,24.13,1957,10,20,1958
10/21/57,-4.44444444444444,2.77777777777778,9.398,1957,10,21,1958
10/22/57,-3.88888888888889,2.77777777777778,0,1957,10,22,1958
10/23/57,-2.77777777777778,6.11111111111111,0,1957,10,23,1958
10/24/57,0,8.88888888888889,0,1957,10,24,1958
10/25/57,1.11111111111111,12.7777777777778,0,1957,10,25,1958
10/26/57,2.77777777777778,13.3333333333333,0,1957,10,26,1958
10/27/57,2.22222222222222,12.7777777777778,0.254,1957,10,27,1958
10/28/57,1.66666666666667,11.6666666666667,0,1957,10,28,1958
10/29/57,1.11111111111111,12.2222222222222,0,1957,10,29,1958
10/30/57,1.11111111111111,13.3333333333333,0,1957,10,30,1958
10/31/57,1.11111111111111,12.2222222222222,0,1957,10,31,1958
11/01/57,1.11111111111111,12.7777777777778,0,1957,11,1,1958
11/02/57,0.555555555555556,10,7.112,1957,11,2,1958
11/03/57,-5.55555555555556,0.555555555555556,67.564,1957,11,3,1958
11/04/57,-8.33333333333333,1.66666666666667,0,1957,11,4,1958
11/05/57,-7.77777777777778,2.22222222222222,9.144,1957,11,5,1958
11/06/57,-7.77777777777778,1.66666666666667,0,1957,11,6,1958
11/07/57,-7.22222222222222,2.22222222222222,0,1957,11,7,1958
11/08/57,-3.88888888888889,8.33333333333333,0,1957,11,8,1958
11/09/57,-2.22222222222222,7.77777777777778,0,1957,11,9,1958
11/10/57,-1.66666666666667,12.2222222222222,0,1957,11,10,1958
11/11/57,-2.22222222222222,10,1.778,1957,11,11,1958
11/12/57,-2.22222222222222,5.55555555555556,0,1957,11,12,1958
11/13/57,-1.66666666666667,7.77777777777778,0,1957,11,13,1958
11/14/57,-1.11111111111111,8.88888888888889,10.922,1957,11,14,1958
11/15/57,-4.44444444444444,3.33333333333333,3.302,1957,11,15,1958
11/16/57,-7.77777777777778,3.33333333333333,0.508,1957,11,16,1958
11/17/57,-8.88888888888889,-1.11111111111111,0,1957,11,17,1958
11/18/57,-8.33333333333333,1.11111111111111,2.032,1957,11,18,1958
11/19/57,-1.11111111111111,6.66666666666667,0,1957,11,19,1958
11/20/57,-0.555555555555556,7.22222222222222,0,1957,11,20,1958
11/21/57,-1.11111111111111,11.6666666666667,0,1957,11,21,1958
11/22/57,-3.33333333333333,11.6666666666667,0,1957,11,22,1958
11/23/57,-2.77777777777778,8.88888888888889,0,1957,11,23,1958
11/24/57,1.11111111111111,16.1111111111111,0,1957,11,24,1958
11/25/57,2.77777777777778,18.3333333333333,0,1957,11,25,1958
11/26/57,1.66666666666667,17.2222222222222,0,1957,11,26,1958
11/27/57,-0.555555555555556,13.3333333333333,0,1957,11,27,1958
11/28/57,-1.11111111111111,10,0,1957,11,28,1958
11/29/57,-0.555555555555556,11.1111111111111,0,1957,11,29,1958
11/30/57,-1.11111111111111,12.2222222222222,0,1957,11,30,1958
12/01/57,-1.66666666666667,13.8888888888889,0,1957,12,1,1958
12/02/57,-1.11111111111111,13.8888888888889,0,1957,12,2,1958
12/03/57,0,14.4444444444444,0,1957,12,3,1958
12/04/57,1.11111111111111,15.5555555555556,0,1957,12,4,1958
12/05/57,-4.44444444444444,10,39.116,1957,12,5,1958
12/06/57,-6.66666666666667,0.555555555555556,10.16,1957,12,6,1958
12/07/57,-6.66666666666667,5.55555555555556,0,1957,12,7,1958
12/08/57,-1.66666666666667,7.77777777777778,0,1957,12,8,1958
12/09/57,1.66666666666667,12.7777777777778,0,1957,12,9,1958
12/10/57,1.66666666666667,12.7777777777778,0,1957,12,10,1958
12/11/57,1.11111111111111,15.5555555555556,0,1957,12,11,1958
12/12/57,0,15.5555555555556,0,1957,12,12,1958
12/13/57,-0.555555555555556,13.3333333333333,0,1957,12,13,1958
12/14/57,-0.555555555555556,10.5555555555556,0,1957,12,14,1958
12/15/57,0,8.33333333333333,9.652,1957,12,15,1958
12/16/57,0,5,71.12,1957,12,16,1958
12/17/57,-4.44444444444444,5,53.594,1957,12,17,1958
12/18/57,-5.55555555555556,6.11111111111111,18.034,1957,12,18,1958
12/19/57,-7.22222222222222,0,7.366,1957,12,19,1958
12/20/57,-5,3.33333333333333,0,1957,12,20,1958
12/21/57,-2.77777777777778,6.66666666666667,0,1957,12,21,1958
12/22/57,-2.77777777777778,6.11111111111111,6.858,1957,12,22,1958
12/23/57,-7.77777777777778,1.66666666666667,0,1957,12,23,1958
12/24/57,-7.77777777777778,4.44444444444444,0,1957,12,24,1958
12/25/57,-5,7.22222222222222,0,1957,12,25,1958
12/26/57,-2.77777777777778,11.6666666666667,0,1957,12,26,1958
12/27/57,-2.77777777777778,8.33333333333333,0,1957,12,27,1958
12/28/57,-1.66666666666667,8.88888888888889,0,1957,12,28,1958
12/29/57,-0.555555555555556,8.88888888888889,0,1957,12,29,1958
12/30/57,-2.77777777777778,8.88888888888889,0,1957,12,30,1958
12/31/57,-2.77777777777778,10,0,1957,12,31,1958
01/01/58,-2.22222222222222,10.5555555555556,0,1958,1,1,1958
01/02/58,-3.88888888888889,8.88888888888889,1.27,1958,1,2,1958
01/03/58,-7.22222222222222,3.33333333333333,0,1958,1,3,1958
01/04/58,-7.22222222222222,5,0,1958,1,4,1958
01/05/58,-1.66666666666667,10.5555555555556,0,1958,1,5,1958
01/06/58,0.555555555555556,11.6666666666667,0,1958,1,6,1958
01/07/58,0,8.33333333333333,0,1958,1,7,1958
01/08/58,-1.66666666666667,12.2222222222222,0,1958,1,8,1958
01/09/58,-1.66666666666667,8.88888888888889,0,1958,1,9,1958
01/10/58,-1.66666666666667,8.88888888888889,18.034,1958,1,10,1958
01/11/58,-6.11111111111111,3.33333333333333,10.414,1958,1,11,1958
01/12/58,-6.11111111111111,4.44444444444444,0,1958,1,12,1958
01/13/58,-5.55555555555556,6.11111111111111,0,1958,1,13,1958
01/14/58,-5.55555555555556,3.33333333333333,0,1958,1,14,1958
01/15/58,-4.44444444444444,7.77777777777778,0,1958,1,15,1958
01/16/58,-0.555555555555556,11.1111111111111,0,1958,1,16,1958
01/17/58,0,11.6666666666667,0,1958,1,17,1958
01/18/58,-2.77777777777778,12.7777777777778,0,1958,1,18,1958
01/19/58,-4.44444444444444,8.33333333333333,0,1958,1,19,1958
01/20/58,-4.44444444444444,8.88888888888889,0,1958,1,20,1958
01/21/58,-7.77777777777778,5.55555555555556,0,1958,1,21,1958
01/22/58,-7.22222222222222,6.11111111111111,0,1958,1,22,1958
01/23/58,-7.22222222222222,6.11111111111111,0,1958,1,23,1958
01/24/58,-2.77777777777778,9.44444444444444,16.51,1958,1,24,1958
01/25/58,-2.77777777777778,1.66666666666667,49.53,1958,1,25,1958
01/26/58,-4.44444444444444,6.11111111111111,41.402,1958,1,26,1958
01/27/58,-3.88888888888889,0.555555555555556,28.702,1958,1,27,1958
01/28/58,-3.88888888888889,5,0,1958,1,28,1958
01/29/58,-2.22222222222222,7.77777777777778,0,1958,1,29,1958
01/30/58,-6.11111111111111,10.5555555555556,14.732,1958,1,30,1958
01/31/58,-6.66666666666667,2.22222222222222,0,1958,1,31,1958
02/01/58,-6.11111111111111,4.44444444444444,0,1958,2,1,1958
02/02/58,-2.22222222222222,8.88888888888889,0,1958,2,2,1958
02/03/58,-2.22222222222222,3.88888888888889,45.974,1958,2,3,1958
02/04/58,-2.77777777777778,3.33333333333333,7.366,1958,2,4,1958
02/05/58,-5.55555555555556,2.22222222222222,36.576,1958,2,5,1958
02/06/58,-5,8.33333333333333,0,1958,2,6,1958
02/07/58,-2.77777777777778,6.11111111111111,0,1958,2,7,1958
02/08/58,-1.66666666666667,7.22222222222222,0,1958,2,8,1958
02/09/58,-3.88888888888889,2.77777777777778,2.54,1958,2,9,1958
02/10/58,-3.88888888888889,6.11111111111111,0,1958,2,10,1958
02/11/58,-2.77777777777778,8.33333333333333,0,1958,2,11,1958
02/12/58,-2.77777777777778,6.66666666666667,1.27,1958,2,12,1958
02/13/58,-5.55555555555556,3.33333333333333,13.97,1958,2,13,1958
02/14/58,-5.55555555555556,4.44444444444444,0,1958,2,14,1958
02/15/58,-2.22222222222222,8.88888888888889,0,1958,2,15,1958
02/16/58,-2.77777777777778,12.7777777777778,0,1958,2,16,1958
02/17/58,0,16.1111111111111,0,1958,2,17,1958
02/18/58,0,15,0,1958,2,18,1958
02/19/58,0.555555555555556,9.44444444444444,16.256,1958,2,19,1958
02/20/58,-1.11111111111111,3.88888888888889,19.05,1958,2,20,1958
02/21/58,-1.66666666666667,5.55555555555556,0,1958,2,21,1958
02/22/58,0,11.6666666666667,0,1958,2,22,1958
02/23/58,0,12.7777777777778,0,1958,2,23,1958
02/24/58,-0.555555555555556,9.44444444444444,0,1958,2,24,1958
02/25/58,-2.77777777777778,6.66666666666667,82.804,1958,2,25,1958
02/26/58,-10.5555555555556,0.555555555555556,19.812,1958,2,26,1958
02/27/58,-10,0.555555555555556,0,1958,2,27,1958
02/28/58,-9.44444444444444,1.11111111111111,0,1958,2,28,1958
03/01/58,-10,1.11111111111111,6.096,1958,3,1,1958
03/02/58,-10.5555555555556,2.22222222222222,0,1958,3,2,1958
03/03/58,-10,3.33333333333333,0,1958,3,3,1958
03/04/58,-8.88888888888889,3.88888888888889,0,1958,3,4,1958
03/05/58,-7.77777777777778,5.55555555555556,0,1958,3,5,1958
03/06/58,-5.55555555555556,6.66666666666667,20.066,1958,3,6,1958
03/07/58,-9.44444444444444,-0.555555555555556,10.414,1958,3,7,1958
03/08/58,-8.88888888888889,3.33333333333333,0,1958,3,8,1958
03/09/58,-11.6666666666667,-1.11111111111111,2.032,1958,3,9,1958
03/10/58,-11.1111111111111,0.555555555555556,0,1958,3,10,1958
03/11/58,-6.66666666666667,1.66666666666667,0,1958,3,11,1958
03/12/58,-6.66666666666667,-0.555555555555556,8.89,1958,3,12,1958
03/13/58,-10.5555555555556,-1.11111111111111,24.13,1958,3,13,1958
03/14/58,-9.44444444444444,0.555555555555556,9.652,1958,3,14,1958
03/15/58,-2.22222222222222,0,42.926,1958,3,15,1958
03/16/58,0,1.66666666666667,59.944,1958,3,16,1958
03/17/58,0.555555555555556,2.22222222222222,29.718,1958,3,17,1958
03/18/58,-4.44444444444444,5,4.318,1958,3,18,1958
03/19/58,-4.44444444444444,6.66666666666667,0,1958,3,19,1958
03/20/58,-3.33333333333333,11.6666666666667,0,1958,3,20,1958
03/21/58,-0.555555555555556,3.33333333333333,47.498,1958,3,21,1958
03/22/58,-2.77777777777778,2.77777777777778,69.85,1958,3,22,1958
03/23/58,-2.22222222222222,5.55555555555556,0.762,1958,3,23,1958
03/24/58,-3.33333333333333,3.33333333333333,6.35,1958,3,24,1958
03/25/58,-4.44444444444444,0.555555555555556,6.35,1958,3,25,1958
03/26/58,-6.11111111111111,3.33333333333333,0,1958,3,26,1958
03/27/58,-5.55555555555556,8.88888888888889,0,1958,3,27,1958
03/28/58,-8.33333333333333,0.555555555555556,19.05,1958,3,28,1958
03/29/58,-8.33333333333333,1.66666666666667,0,1958,3,29,1958
03/30/58,-6.11111111111111,2.77777777777778,1.016,1958,3,30,1958
03/31/58,-5,1.11111111111111,49.784,1958,3,31,1958
04/01/58,-5,3.33333333333333,51.054,1958,4,1,1958
04/02/58,-8.33333333333333,4.44444444444444,50.038,1958,4,2,1958
04/03/58,-7.77777777777778,3.88888888888889,102.108,1958,4,3,1958
04/04/58,-7.22222222222222,-1.11111111111111,37.084,1958,4,4,1958
04/05/58,-11.6666666666667,0.555555555555556,2.286,1958,4,5,1958
04/06/58,-7.77777777777778,4.44444444444444,11.938,1958,4,6,1958
04/07/58,-5.55555555555556,1.66666666666667,13.462,1958,4,7,1958
04/08/58,-7.77777777777778,5,2.032,1958,4,8,1958
04/09/58,-7.22222222222222,7.22222222222222,0,1958,4,9,1958
04/10/58,-3.33333333333333,7.22222222222222,0,1958,4,10,1958
04/11/58,-2.22222222222222,11.6666666666667,0,1958,4,11,1958
04/12/58,-1.11111111111111,12.7777777777778,0,1958,4,12,1958
04/13/58,-1.11111111111111,12.2222222222222,0,1958,4,13,1958
04/14/58,-0.555555555555556,13.3333333333333,0,1958,4,14,1958
04/15/58,-0.555555555555556,13.3333333333333,0,1958,4,15,1958
04/16/58,0.555555555555556,15.5555555555556,0,1958,4,16,1958
04/17/58,0.555555555555556,16.1111111111111,0,1958,4,17,1958
04/18/58,1.66666666666667,16.1111111111111,0,1958,4,18,1958
04/19/58,1.11111111111111,15,0,1958,4,19,1958
04/20/58,2.77777777777778,18.3333333333333,0,1958,4,20,1958
04/21/58,6.11111111111111,17.7777777777778,0,1958,4,21,1958
04/22/58,4.44444444444444,19.4444444444444,0,1958,4,22,1958
04/23/58,-5.55555555555556,8.33333333333333,0,1958,4,23,1958
04/24/58,-7.22222222222222,5,0,1958,4,24,1958
04/25/58,-5,6.11111111111111,0,1958,4,25,1958
04/26/58,-3.33333333333333,7.22222222222222,0,1958,4,26,1958
04/27/58,-1.11111111111111,11.1111111111111,0,1958,4,27,1958
04/28/58,-2.22222222222222,12.2222222222222,0,1958,4,28,1958
04/29/58,-1.66666666666667,10.5555555555556,0,1958,4,29,1958
04/30/58,-0.555555555555556,8.33333333333333,0,1958,4,30,1958
05/01/58,0,10,0,1958,5,1,1958
05/02/58,0.555555555555556,14.4444444444444,0,1958,5,2,1958
05/03/58,1.11111111111111,14.4444444444444,0,1958,5,3,1958
05/04/58,2.22222222222222,18.8888888888889,0,1958,5,4,1958
05/05/58,2.22222222222222,16.1111111111111,0,1958,5,5,1958
05/06/58,2.22222222222222,17.2222222222222,0,1958,5,6,1958
05/07/58,0.555555555555556,15.5555555555556,0,1958,5,7,1958
05/08/58,1.11111111111111,16.1111111111111,0,1958,5,8,1958
05/09/58,2.22222222222222,17.7777777777778,0,1958,5,9,1958
05/10/58,1.66666666666667,20,0,1958,5,10,1958
05/11/58,0.555555555555556,14.4444444444444,9.398,1958,5,11,1958
05/12/58,0,3.88888888888889,24.892,1958,5,12,1958
05/13/58,-1.11111111111111,5.55555555555556,3.556,1958,5,13,1958
05/14/58,-0.555555555555556,11.1111111111111,0,1958,5,14,1958
05/15/58,1.66666666666667,15.5555555555556,0,1958,5,15,1958
05/16/58,2.22222222222222,17.7777777777778,0,1958,5,16,1958
05/17/58,3.33333333333333,20,0,1958,5,17,1958
05/18/58,4.44444444444444,21.1111111111111,0,1958,5,18,1958
05/19/58,1.66666666666667,17.7777777777778,0,1958,5,19,1958
05/20/58,2.77777777777778,20.5555555555556,0,1958,5,20,1958
05/21/58,3.88888888888889,20,0,1958,5,21,1958
05/22/58,4.44444444444444,19.4444444444444,0,1958,5,22,1958
05/23/58,3.88888888888889,11.1111111111111,11.43,1958,5,23,1958
05/24/58,1.66666666666667,15.5555555555556,0,1958,5,24,1958
05/25/58,2.77777777777778,16.1111111111111,0,1958,5,25,1958
05/26/58,2.77777777777778,17.2222222222222,0,1958,5,26,1958
05/27/58,3.88888888888889,18.3333333333333,0,1958,5,27,1958
05/28/58,2.77777777777778,16.6666666666667,0,1958,5,28,1958
05/29/58,2.77777777777778,14.4444444444444,0,1958,5,29,1958
05/30/58,3.33333333333333,16.6666666666667,0,1958,5,30,1958
05/31/58,5,15.5555555555556,0,1958,5,31,1958
06/01/58,3.33333333333333,15.5555555555556,0,1958,6,1,1958
06/02/58,2.77777777777778,12.7777777777778,0,1958,6,2,1958
06/03/58,0.555555555555556,9.44444444444444,13.462,1958,6,3,1958
06/04/58,1.11111111111111,10,0,1958,6,4,1958
06/05/58,2.77777777777778,17.7777777777778,0,1958,6,5,1958
06/06/58,2.77777777777778,14.4444444444444,0,1958,6,6,1958
06/07/58,2.77777777777778,12.7777777777778,0,1958,6,7,1958
